variable,label,type,value_labels,n_value_labels,universe,n_EICV1,n_EICV2,n_EICV3,n_EICV4_CS,n_EICV5_CS,n_EICV7_CS,source,versions,label_variants,value_label_conflicts
s11aq3_v2,[EICV2..EICV2 version] Household members attempted to secure loan,int8,"1=Yes, 2=No",2,"household (credit, durables, savings)",0,2971,0,0,0,0,,s11aq3 (EICV3),,
s11aq4,Reason why loan was denied,int8,"0=Missing, 1=Insuffivient Tevenue, 2=Insufficient guarantee, 3=Problems of debt history, 4=Unclear purpose of loan …",8,"household (credit, durables, savings)",0,106,92,0,0,0,EICV2: module b_filters; EICV3: module s11a1_credit,,EICV2: Reason cited for not receiving loan,"{""1"": [""Insufficient revenue"", ""Insuffivient Tevenue""], ""2"": [""Insufficient collateral"", ""Insufficient guarantee""], ""3"": [""Problems of debt history"", ""Saddled with previous debts""], ""4"": [""Inappropriate purpose of loan"", ""Unclear purpose of loan""], ""5"": [""Loan institution not available"", ""Other""]}"
s11cq1,Household members with savings,int8,"1=Yes, 2=No",2,"household (credit, durables, savings)",0,6900,0,0,0,0,EICV2: module b_filters,,,
s8x1,Number of farm lands declared,int8,,0,"household / farm (agriculture, livestock)",0,6081,0,0,0,0,EICV2: module b_filters,,,
s8x2,Number of products declared for large scale production,int8,,0,"household / farm (agriculture, livestock)",0,5866,0,0,0,0,EICV2: module b_filters,,,
s8x3,Number of products declared for small scale production,int8,,0,"household / farm (agriculture, livestock)",0,5909,0,0,0,0,EICV2: module b_filters,,,
s8x4,Number of products declared for processing,int8,,0,"household / farm (agriculture, livestock)",0,3615,0,0,0,0,EICV2: module b_filters,,,
s10x1,Number of discrete transfers sent,int8,,0,"household (transfers, other income)",0,5384,0,0,0,0,EICV2: module b_filters,,,
s10x2,Number of discrete transfers received,int8,,0,"household (transfers, other income)",0,5247,0,0,0,0,EICV2: module b_filters,,,
s11x1,Number of loans,int8,,0,"household (credit, durables, savings)",0,3928,0,0,0,0,EICV2: module b_filters,,,
s11x2,Number of savings accounts,int8,,0,"household (credit, durables, savings)",0,3176,0,0,0,0,EICV2: module b_filters,,,
poverty_v2,[EICV3..EICV4_CS version] POVERTY,int8,"1=Extremely poor, 2=Poor, 3=Non-poor",3,,0,0,14308,14419,0,0,,"poverty (EICV5_CS, EICV7_CS)",EICV3: Poverty status; EICV4_CS: POVERTY,
s5aq4_v2,[EICV3..EICV3 version] Number of bed rooms for household,int8,,0,"household (housing, services)",0,0,14308,0,0,0,,"s5aq4 (EICV2, EICV4_CS, EICV5_CS)",,
s5aq5_v3,[EICV3..EICV3 version] Any rooms shared with other households,int8,"1=Yes, 2=No",2,"household (housing, services)",0,0,14308,0,0,0,,"s5aq5 (EICV4_CS, EICV5_CS), s5aq5_v2 (EICV7_CS), s5aq5_v4 (EICV2)",,
s5aq6_v3,[EICV3..EICV3 version] Other households sharing dwelling,int8,,0,"household (housing, services)",0,0,262,0,0,0,,"s5aq6 (EICV4_CS, EICV5_CS), s5aq6_v2 (EICV7_CS)",,
s5aq7y,Duration household inhabited dwelling _years_,int8,99=Missing,1,"household (housing, services)",0,0,14308,14419,14580,0,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household,,EICV3: Duration household inhabited dwelling (years); EICV4_CS: Duration (years) HH inhabited dwelling,
s5aq7m,Duration household inhabited dwelling _months_,int8,99=Missing,1,"household (housing, services)",0,0,14308,14419,14580,0,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household,,EICV3: Duration household inhabited dwelling (months); EICV4_CS: Duration (months) HH inhabited dwelling,
s5aq8,Lived in other dwellings prior to current,int8,"1=Yes, 2=No, 9=Missing",3,"household (housing, services)",0,0,14308,14419,0,0,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household,"s5aq8_v2 (EICV7_CS), s5aq8_v3 (EICV5_CS), s5aq8_v4 (EICV2)",EICV3: Occupied other dwelling prior to current,
s5aq9,Main reason for moving to current dwelling,int8,"1=Resettlement- policy, 2=Evacuated-disaster, 3=Get a better house, 4=Build/buy own house, 5=Renting cost …",11,"household (housing, services)",0,0,10294,10620,10758,0,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household,s5aq9_v2 (EICV2),EICV3: Reason for moving to current dwelling; EICV4_CS: Reason for moving to current dwelling,"{""1"": [""Resettlement policy"", ""Resettlement- policy""], ""2"": [""Evacuated due to a disaster"", ""Evacuated-disaster""], ""3"": [""Better house"", ""Get a better house""], ""4"": [""Bought or built own house"", ""Build/buy own house""], ""6"": [""Move to a better neighborhood"", ""Move to a better neighbourhood""], ""7"": [""Access to a different job"", ""Access to new/different job""], ""8"": [""Forced by owner or parent"", ""Forced by owner/parent""], ""9"": [""Other"", ""Returning to Rwanda""], ""10"": [""Other (specify)"", ""Other _specify_""]}"
s5aq10,Owner of the dwelling,int8,"1=Head, 2=Spouse, 3=Spouse with head, 4=Other household member, 5=Relative …",10,"household (housing, services)",0,0,14308,14419,14580,0,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household,s5aq10_v2 (EICV2),EICV4_CS: Owner of house/dwelling,
s5aq11,Current occupancy status,int8,"1=Owner occupied, 2=Tenancy _renting_, 3=Dwelling provided by employer, 4=Dwelling provided free of charge, 5=Appropriation …",9,"household (housing, services)",0,0,14308,14419,14580,0,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household,,,"{""2"": [""Mortgaged"", ""Tenancy (renting)"", ""Tenancy _renting_""], ""3"": [""Dwelling provided by employer"", ""Tenancy (renting)""], ""4"": [""Dwelling provided by employer"", ""Dwelling provided free of charge""], ""5"": [""Appropriation"", ""Dwelling provided free of charge""], ""6"": [""Appropriation"", ""Temporary camp or settlement""], ""7"": [""Other"", ""Temporary camp""]}"
s5bq1_v3,[EICV3..EICV3 version] Motgage payment,int8,"1=Yes, 2=No",2,"household (housing, services)",0,0,90,0,0,0,,"s5bq1 (EICV4_CS, EICV5_CS), s5bq1_v2 (EICV7_CS), s5bq1_v4 (EICV2)",,
s5bq2a_v2,[EICV3..EICV3 version] Amount of motgage,int32,,0,"household (housing, services)",0,0,79,0,0,0,,s5bq2a (EICV7_CS),,
s5bq2b,Time period,int8,"1=Month, 2=Quarterly, 3=Annually",3,"EICV3: household (housing, services); EICV7_CS: household (housing, shocks, services)",0,0,79,0,0,12103,EICV3: module s05abcd_housing; EICV7_CS: module s01_s5_s7_household,,EICV3: Time unit,"{""3"": [""Annually"", ""Year""]}"
s5bq3a,Estimated rent for dwelling,int32,99999999=Missing,1,"household (housing, services)",0,0,12944,12651,12370,0,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household,s5bq3a_v2 (EICV7_CS),EICV4_CS: Estimated rent (amount),
s5bq3b,Time period,int8,"1=Month, 2=Quarterly, 3=Annually, 9=Missing",4,"EICV3: household (housing, services); EICV4_CS: household (housing, services); EICV5_CS: household (housing, services); EICV7_CS: household (housing, shocks, services)",0,0,12944,12651,12370,2852,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,EICV3: Time unit; EICV4_CS: Estimated rent (time unit); EICV5_CS: Time unit,"{""3"": [""Annually"", ""Year""]}"
s5bq4a,Actual amount of rent paid in cash,int32,99999999=Missing,1,"household (housing, services)",0,0,1369,1768,2152,0,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household,s5bq4a_v2 (EICV2),EICV3: Actual amount of rent paid; EICV4_CS: Rent paid in cash (amount),
s5bq5_v2,[EICV3..EICV3 version] Any services provided in place of rent,int8,"1=Yes, 2=No",2,"household (housing, services)",0,0,1369,0,0,0,,"s5bq5 (EICV4_CS, EICV5_CS), s5bq5_v3 (EICV2)",,
s5bq6a_v2,[EICV3..EICV3 version] Value of services annually,int32,,0,"household (housing, services)",0,0,131,0,0,0,,"s5bq6a (EICV4_CS, EICV5_CS)",,
s5bq6b,Time unit,int8,"1=Month, 2=Quarterly, 3=Annually, 9=Missing",4,"household (housing, services)",0,0,131,119,180,0,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household,,EICV4_CS: Service/payment in kind (time unit),"{""3"": [""Annually"", ""Year""]}"
s5bq7,Anybody outside household paying rent,int8,"1=Yes, 2=No, 9=Missing",3,"household (housing, services)",0,0,1369,1768,2152,0,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household,"s5bq7_v2 (EICV7_CS), s5bq7_v3 (EICV2)",EICV4_CS: Anybody outside HH paying rent,
s5bq8,Who is paying rent,int8,"1=Relative of the head of household, 2=Non relative, 3=State, 4=Private company, 5=Association payment …",7,"household (housing, services)",0,0,48,69,76,0,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household,s5bq8_v2 (EICV7_CS),EICV4_CS: Who pays the rent for you,
s5bq9_v2,[EICV3..EICV3 version] Amount of rent paid for you,int32,,0,"household (housing, services)",0,0,48,0,0,0,,"s5bq9 (EICV7_CS), s5bq9_v3 (EICV2)",,
s5bq11,Amount paid for house construction last 12 months,int32,99999999=Missing,1,"household (housing, services)",0,0,14214,3536,0,0,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household,,EICV3: Amount paid for house repairs and paintings expens,
s5cq2,Metres to main water source,int16,"1=Yes, 2=No, 9000=Greater than 9 km, 9999=Missing",4,"household (housing, services)",0,0,13464,13321,0,0,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household,s5cq2_v2 (EICV5_CS),EICV3: Nearest source of drinking water,
s5cq3a,Type of  nearest drinking water source code,int8,"1=Piped into dwelling, 2=Piped into yard, 3=Public standpipe, 4=Borehole, 5=Protected well …",12,"household (housing, services)",0,0,13464,0,0,0,EICV3: module s05abcd_housing,,,
s5cq3b,Distance to the nearest drinking water source (meters),int16,9990=Greater than 9 km,1,"household (housing, services)",0,0,13464,0,0,0,EICV3: module s05abcd_housing,,,
s5cq4a_v2,[EICV3..EICV3 version] Amount of last water bill from RECO RWASCO (month),int8,,0,"household (housing, services)",0,0,844,0,0,0,,s5cq4a (EICV7_CS),,
s5cq4b_v2,[EICV3..EICV3 version] Amount of last water bill from RECO RWASCO-amount,int32,,0,"household (housing, services)",0,0,844,0,0,0,,s5cq4b (EICV7_CS),,
s5cq6_v2,[EICV3..EICV3 version] Household contributions to maintain water source in the,int32,,0,"household (housing, services)",0,0,14308,0,0,0,,"s5cq6 (EICV4_CS, EICV5_CS), s5cq6_v3 (EICV2)",,
s5cq7_v2,[EICV3..EICV3 version] Sale of water to anybody else,int8,"1=Yes, 2=No",2,"household (housing, services)",0,0,14308,0,0,0,,"s5cq7 (EICV4_CS, EICV5_CS, EICV7_CS)",,
s5cq8_v3,[EICV3..EICV3 version] Amount earned from water sale last 7 days,int32,,0,"household (housing, services)",0,0,161,0,0,0,,"s5cq8 (EICV4_CS, EICV5_CS), s5cq8_v2 (EICV7_CS), s5cq8_v4 (EICV2)",,
s5cq9,Main source of home lighting,int8,"1=Electricity from RECO RWASCO, 2=Other electric distributors, 3=Biogaz, 4=Generator, 5=Oil lamp …",11,"household (housing, services)",0,0,14308,0,0,0,EICV3: module s05abcd_housing,s5cq9_v2 (EICV2),,
s5cq10_v2,[EICV3..EICV3 version] Amount paid on electricity in last 4 weeks,int32,,0,"household (housing, services)",0,0,1516,0,0,0,,"s5cq10 (EICV4_CS, EICV5_CS, EICV7_CS), s5cq10_v3 (EICV2)",,
s5cq11_v2,[EICV3..EICV3 version] Primary source of cooking fuel,int8,"1=Firewood, 2=Charcoal, 3=Gas, 4=Biogaz, 5=Solar power …",10,"household (housing, services)",0,0,14308,0,0,0,,"s5cq11 (EICV4_CS, EICV5_CS, EICV7_CS), s5cq11_v3 (EICV2)",,
s5cq12_v3,[EICV3..EICV3 version] Mode of rubbish disposal,int8,"1=Publicly managed refuse area, 2=Rubbish collection service, 3=Thrown in bushes or fields, 4=Dumped in reiver or lake, 5=Burnt …",7,"household (housing, services)",0,0,14308,0,0,0,,"s5cq12 (EICV4_CS, EICV5_CS), s5cq12_v2 (EICV7_CS)",,
s5cq13_v3,[EICV3..EICV3 version] Type of toilet household use,int8,"1=Flush toilet, 2=Pit latrine with solid slab, 3=Pit latrine without slab, 4=Other, 5=No toilet whatsoever",5,"household (housing, services)",0,0,14308,0,0,0,,"s5cq13 (EICV4_CS, EICV5_CS), s5cq13_v2 (EICV7_CS)",,
s5cq14_v3,[EICV3..EICV3 version] Main source of info on environmental issues,int8,"1=Meetings, 2=School, 3=Radio, 4=Other media, 5=Other …",7,"household (housing, services)",0,0,14308,0,0,0,,"s5cq14 (EICV4_CS, EICV5_CS), s5cq14_v2 (EICV7_CS)",,
s5cq15_v3,[EICV3..EICV3 version] Problems of environmental destruction,int8,"1=Yes, 2=No",2,"household (housing, services)",0,0,14308,0,0,0,,"s5cq15 (EICV4_CS, EICV5_CS), s5cq15_v2 (EICV7_CS)",,
s5cq16_v2,[EICV3..EICV3 version] Major environmental destruction related problems faced,int8,"1=Floods, 2=Erosion, 3=Reduction in agricultural production, 4=Change of climate, 5=Famine or drought …",8,"household (housing, services)",0,0,5017,0,0,0,,"s5cq16 (EICV4_CS, EICV5_CS, EICV7_CS)",,
s5cq17_v3,[EICV3..EICV3 version] Household own a working telephone,int8,"1=Yes, landline, 2=Yes, mobile phone, 3=Yes, both land line and mobile phone, 4=None",4,"household (housing, services)",0,0,14308,0,0,0,,"s5cq17 (EICV4_CS, EICV5_CS), s5cq17_v2 (EICV7_CS)",,
s5cq18_v3,[EICV3..EICV3 version] Number of working mobile telephones,int8,,0,"household (housing, services)",0,0,6715,0,0,0,,"s5cq18 (EICV4_CS, EICV5_CS), s5cq18_v2 (EICV7_CS)",,
s5cq19_v3,[EICV3..EICV3 version] Internet connection at home,int8,"1=Yes, 2=No",2,"household (housing, services)",0,0,6715,0,0,0,,"s5cq19 (EICV4_CS, EICV5_CS), s5cq19_v2 (EICV7_CS)",,
s5cq20a,Does your household have an internet connection,int8,"0=None, 1=Yes, 2=No",3,"EICV3: household (housing, services); EICV7_CS: household (housing, shocks, services)",0,0,543,0,0,15054,EICV3: module s05abcd_housing; EICV7_CS: module s01_s5_s7_household,,EICV3: Landline or LAN internet connection,
s5cq20b_v2,[EICV3..EICV3 version] Modem,int8,0=None,1,"household (housing, services)",0,0,543,0,0,0,,s5cq20b (EICV7_CS),,
s5cq20c_v2,[EICV3..EICV3 version] Mobile phone,int8,0=None,1,"household (housing, services)",0,0,543,0,0,0,,s5cq20c (EICV7_CS),,
s5cq20d,Wireless,int8,0=None,1,"household (housing, services)",0,0,543,0,0,0,EICV3: module s05abcd_housing,,,
s5cq20e,Other,int8,0=None,1,"household (housing, services)",0,0,543,0,0,0,EICV3: module s05abcd_housing,,,
s5dq2,Main roofing material for dwelling,int8,"1=Metal sheets/corrugated iron, 2=Local clay tiles, 3=Concrete, 4=Plastic/plywood/impermanent materials, 5=Industrial tiles …",8,"EICV3: household (housing, services); EICV4_CS: household (housing, services); EICV5_CS: household (housing, services); EICV7_CS: household (housing, shocks, services)",0,0,14308,14413,14580,15054,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,s5dq2_v2 (EICV2),EICV4_CS: Main roofing material for main dwelling,"{""5"": [""Bamboo"", ""Industrial tiles"", ""Plastic or plywood"", ""Plastic/plywood/impermanent materials""], ""6"": [""Industrial tiles"", ""Other"", ""Other (specify)"", ""Plastic or plywood""], ""1"": [""Metal sheets/corrugated iron"", ""Thatch / leaves/grass"", ""Thatch or leaves""], ""2"": [""Local clay tiles"", ""Metal sheets"", ""Metal sheets/ corrugated iron""], ""3"": [""Clay tiles"", ""Concrete"", ""Local clay tiles""], ""7"": [""Other"", ""Other _specify_""], ""4"": [""Concrete"", ""Plastic/plywood/impermanent materials""]}"
s5dq3,Main floor material for dwelling,int8,"1=Beaten earth, 2=Dung hardened, 3=Wooden floor, 4=Clay tiles, 5=Cement …",9,"EICV3: household (housing, services); EICV4_CS: household (housing, services); EICV5_CS: household (housing, services); EICV7_CS: household (housing, shocks, services)",0,0,14308,14419,14580,15054,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,s5dq3_v2 (EICV2),,"{""2"": [""Dung hardened"", ""Hardened dung""], ""7"": [""Carpet/Moquette"", ""Other""]}"
s5dq4,Area of the floor for dwelling-outside,double,"901=Greater than 900 meters squared, 10001=Greater than 900 meters squared, 99999=Missing",3,"EICV3: household (housing, services); EICV4_CS: household (housing, services); EICV5_CS: household (housing, services); EICV7_CS: household (housing, shocks, services)",0,0,14308,14419,14580,15054,EICV3: module s05abcd_housing; EICV4_CS: module s0_s5_household; EICV5_CS: module s0_s5_household; EICV7_CS: module s01_s5_s7_household,,EICV4_CS: Floor area of the dwelling (square metres),
s8a2q1,Household ever received animal from Govt one-cow policy,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,9804,0,0,0,EICV3: module s08a2_livestock,,,
s8a2q2,Animal still with household,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,574,0,0,0,EICV3: module s08a2_livestock,,,
s8a2q3,Household ever receiced animal from NGO or social protection,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,9804,0,0,0,EICV3: module s08a2_livestock,,,
s8a2q4a,Kind of animal 1st,int8,"1=Cattle, 2=Sheep, 3=Goat, 4=Poultry, 5=Pig …",6,"household / farm (agriculture, livestock)",0,0,1375,0,0,0,EICV3: module s08a2_livestock,,,
s8a2q4b,Kind of animal 2nd,int8,,0,"household / farm (agriculture, livestock)",0,0,76,0,0,0,EICV3: module s08a2_livestock,,,
s8a2q5,Has the number of animals changed,int8,"1=Yes, increased, 2=Yes, reduced, 3=No, the same, 4=Not applicable",4,"household / farm (agriculture, livestock)",0,0,9804,0,0,0,EICV3: module s08a2_livestock,,,
s8a2q6,Household uses a maintained pasture,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,9804,0,0,0,EICV3: module s08a2_livestock,,,
s8a2q7,Owner of pasture,int8,"1=Household ownership, 2=Other person's property, 3=State owned, 4=District land",4,"household / farm (agriculture, livestock)",0,0,188,0,0,0,EICV3: module s08a2_livestock,,,
s8a2q8,Cost of using the pasture,int32,,0,"household / farm (agriculture, livestock)",0,0,188,0,0,0,EICV3: module s08a2_livestock,,,
s8a2q9,Number of months in the past 12 in which pasture was utilized,int8,,0,"household / farm (agriculture, livestock)",0,0,188,0,0,0,EICV3: module s08a2_livestock,,,
s8b1q1,Household or any member currently owning farm land,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,14308,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q2,Household or any member owned farmland in last 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,982,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q3,Household bought land in last 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,13409,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q4,Amount paid to purchase land in the last 12 months,int32,,0,"household / farm (agriculture, livestock)",0,0,2026,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q5,Household bought land in the 4 years that preceded last year,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,13409,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q6,Amount spent to purchase land in the 4 years preceding the last,int32,,0,"household / farm (agriculture, livestock)",0,0,3228,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q7,Household sold land in the last 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,13409,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q8,Amount received from the sale in the last 12 months,int32,,0,"household / farm (agriculture, livestock)",0,0,1285,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q9,Household sold land in the 4 years preceding last year,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,13409,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q10,Amount received from the sale in the 4 years prior to the last year,int32,,0,"household / farm (agriculture, livestock)",0,0,1424,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q11,Household rented out land in the last 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,13409,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q12,Amount received from the rental in the last 12 months,int32,,0,"household / farm (agriculture, livestock)",0,0,1668,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q13,Household sharecropped any land in the past 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,13409,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q14,Amount received from the sharecropping in the last 12 months,int32,0=,1,"household / farm (agriculture, livestock)",0,0,835,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q15,Household lent land to anybody in the past 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,13409,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q16,Household received land gift in the last 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,13409,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q17,Household given land gift in the last 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,13409,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q18,Household applied for agricultural loan in the last 12 months,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,13409,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q19,Agicultural loan approval,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,1075,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q20,Amount of loan requested,int32,,0,"household / farm (agriculture, livestock)",0,0,1075,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q21,Purpose of the agricultural loan,int8,"1=Terracing, 2=Irrigation, 3=Animal purchase, 4=Equipment, 5=Seeds and fertilizer …",8,"household / farm (agriculture, livestock)",0,0,1075,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q22,Exposure to LTR program,int8,"1=Yes, 2=No",2,"household / farm (agriculture, livestock)",0,0,13409,0,0,0,EICV3: module s08b1_landtransactions,,,
s8b1q23,Status in LTR program,int8,"1=Demarcation, 2=Adjudication, 3=Claims receipt issued, 4=Recording objections, 5=Publication of records …",8,"household / farm (agriculture, livestock)",0,0,7655,0,0,0,EICV3: module s08b1_landtransactions,,,
s10dq1,Household was in Direct Support (VUP),int8,"1=Yes, 2=No",2,"household (transfers, other income)",0,0,14308,0,0,0,EICV3: module s10d_schemes,,,
s10dq2,Household currently in Direct Support program,int8,"1=Yes, 2=No",2,"household (transfers, other income)",0,0,124,0,0,0,EICV3: module s10d_schemes,,,
s10dq3,Why household not in Direct Support program,int8,"1=No longer eligible for DS, 2=Transfer to public works programme, 3=Did not participate in training, 4=Now getting old age grant, 5=Other",5,"household (transfers, other income)",0,0,50,0,0,0,EICV3: module s10d_schemes,,,
s10dq4,Household saving part of Direct Support,int8,"1=Yes, 2=No, 3=Don't know",3,"household (transfers, other income)",0,0,74,0,0,0,EICV3: module s10d_schemes,,,
s10dq5,How much is saved,int32,,0,"household (transfers, other income)",0,0,49,0,0,0,EICV3: module s10d_schemes,,,
s10dq6,Household spent part of the savings,int8,"1=Yes, 2=No, 3=Don't know",3,"household (transfers, other income)",0,0,49,0,0,0,EICV3: module s10d_schemes,,,
s10dq7,What household spent savings on,int8,"1=Consumption items (food, utensils, clothes), 2=Buy durable assets, 3=Education of children, 4=Health/medical, 5=Buy animals …",9,"household (transfers, other income)",0,0,35,0,0,0,EICV3: module s10d_schemes,,,
s10dq8,Household ever received UCS loan,int8,"1=Yes, 2=No",2,"household (transfers, other income)",0,0,14308,0,0,0,EICV3: module s10d_schemes,,,
s10dq9,Type of Loan,int8,"1=Individual, 2=Group",2,"household (transfers, other income)",0,0,1225,0,0,0,EICV3: module s10d_schemes,,,
s10dq10,How loan was used,int8,"1=Consumption items (food, utensils, clothes), 2=Buy durable assets, 3=Pay for Children's education, 4=Health or medical expenses, 5=To buy animals …",9,"household (transfers, other income)",0,0,880,0,0,0,EICV3: module s10d_schemes,,,
s10dq11,Loan received while in Direst Support,int8,"1=Yes, 2=No",2,"household (transfers, other income)",0,0,880,0,0,0,EICV3: module s10d_schemes,,,
s10dq12,Household benefited from RSSP,int8,"1=Yes, 2=No, 3=Don't Know",3,"household (transfers, other income)",0,0,14308,0,0,0,EICV3: module s10d_schemes,,,
s10dq13a,Forming cooperatives,int8,"1=Yes, 2=No",2,"household (transfers, other income)",0,0,736,0,0,0,EICV3: module s10d_schemes,,,
s10dq13b,Acces to subsidized credit (RIF),int8,"1=Yes, 2=No",2,"household (transfers, other income)",0,0,736,0,0,0,EICV3: module s10d_schemes,,,
s10dq13c,Training,int8,"1=Yes, 2=No",2,"household (transfers, other income)",0,0,736,0,0,0,EICV3: module s10d_schemes,,,
s10dq13d,Swamp rehabilitation,int8,"1=Yes, 2=No",2,"household (transfers, other income)",0,0,736,0,0,0,EICV3: module s10d_schemes,,,
s10dq13e,Construction of markets and crop barns,int8,"1=Yes, 2=No",2,"household (transfers, other income)",0,0,736,0,0,0,EICV3: module s10d_schemes,,,
s10dq13f,Others,int8,"1=Yes, 2=No",2,"household (transfers, other income)",0,0,736,0,0,0,EICV3: module s10d_schemes,,,
s11aq2,Household member completely repaid loan in last 12 months,int8,"1=Yes, 2=No",2,"household (credit, durables, savings)",0,0,5729,0,0,0,EICV3: module s11a1_credit,s11aq2_v2 (EICV2),,
s11aq3,Household member tried to obtain credit,int8,"1=Yes, 2=No",2,"household (credit, durables, savings)",0,0,3772,0,0,0,EICV3: module s11a1_credit,s11aq3_v2 (EICV2),,
clust,Cluster,int16,,0,,0,0,14308,0,0,0,EICV3: module eicv3_povertyfile_jan2014,,,
member,hhsize,double,,0,,0,0,14308,0,0,15054,EICV3: module eicv3_povertyfile_jan2014; EICV7_CS: module eicv7_poverty_file,"member_v2 (EICV5_CS), member_v3 (EICV4_CS)",,
ae,hhsize A/E,double,,0,,0,0,14308,0,14580,15054,EICV3: module eicv3_povertyfile_jan2014; EICV5_CS: module eicv5_poverty_file; EICV7_CS: module eicv7_poverty_file,ae_v2 (EICV4_CS),EICV3: Adult equivalent hhsize; EICV5_CS: Household Adult Equivalent,
id1,(max) id1_Province,int8,,0,,0,0,14308,14419,0,0,EICV3: module eicv3_povertyfile_jan2014; EICV4_CS: module eicv4_poverty_file,"id1_v2 (EICV2), id1_v3 (EICV1)",EICV3: Province,
ur,urb rural 2012,int8,,0,,0,0,14308,14419,0,0,EICV3: module eicv3_povertyfile_jan2014; EICV4_CS: module eicv4_poverty_file,,EICV3: Urban/rural,
cons1,Aggregate Consumption,double,,0,,0,0,14308,14419,14580,15054,EICV3: module eicv3_povertyfile_jan2014; EICV4_CS: module eicv4_poverty_file; EICV5_CS: module eicv5_poverty_file; EICV7_CS: module eicv7_poverty_file,,EICV3: Aggregate consumption; EICV4_CS: aggregate consumption; EICV5_CS: aggregate consumption,
cons1_ae,aggregate consumption/ae,double,,0,,0,0,14308,14419,14580,0,EICV3: module eicv3_povertyfile_jan2014; EICV4_CS: module eicv4_poverty_file; EICV5_CS: module eicv5_poverty_file,,EICV3: Aggregate Consumption/ae,
